test_id,name,status,module,functionality,timestamp,duration_ms,message,error,detail.high_is_anomaly,detail.normal_is_anomaly
f464b0dc_7,anomaly_detection,pass,telemetry.anomaly,telemetry,2026-04-05T09:56:14.124799,35.276174545288086,,,True,False
