test_id,name,status,module,functionality,timestamp,duration_ms,message,error,detail.safe_passed,detail.unsafe_passed,detail.unsafe_violations
f464b0dc_12,guardrails,pass,security.guardrails,security,2026-04-05T09:56:14.178364,0.33783912658691406,,,True,False,['pii_in_output']
