test_id,name,status,module,functionality,timestamp,duration_ms,message,error,detail.error_rate,detail.latency_mean,detail.throughput_tps
f464b0dc_6,metrics,pass,telemetry.metrics,telemetry,2026-04-05T09:56:14.089484,6.466865539550781,,,0.2,137.5,450000.0
