test_id,name,status,module,functionality,timestamp,duration_ms,message,error,detail.total_turns,detail.user_turns
f464b0dc_15,conversation,pass,intelligence.conversation,intelligence,2026-04-05T09:56:14.194427,10.708093643188477,,,4,2
