test_id,name,status,module,functionality,timestamp,duration_ms,message,error,detail.invalid_check,detail.valid_check
f464b0dc_13,domain_enforcer,pass,security.domain_enforcer,security,2026-04-05T09:56:14.183371,4.94384765625,,,False,True
